transaction_id,customer_id,card_id,merchant_id,transaction_date,posting_date,amount,currency,transaction_type,channel,status,emi_flag,reward_points,bill_cycle_month,payment_due_date,payment_status,min_due,total_due,fraud_flag,remarks
559,61,260,10,2025-02-28,wrong_date,"2,500",INR,Purchase,Online,SUCCESS,Y,59,2025-08,2025-03-10,paid,167.08,1408.07,N,incremental autoloader credit card transaction file
560,62,261,11,2025-03-01,2025-02-03,598.4, inr ,Purchase,POS,SUCCESS,N,60,2025-09,25-02-2025,OVERDUE,₹500,1408.8,N,incremental autoloader credit card transaction file
561,63,262,12,wrong_date,2025-03-04,$700,INR,Purchase,Online,SUCCESS,,61,2025-10,2025-02-12,paid,167.32,1409.53,N,incremental autoloader credit card transaction file
562,64,263,13,2025-02-03,2025-01-05,600.18,INR,Purchase,Online,SUCCESS,,62,2025-11,2025-03-13,paid,167.44,1410.26,N,incremental autoloader credit card transaction file
563,65,264,14,2025-03-04,2025-02-06,601.07,INR,Purchase,Online,SUCCESS,,63,2025-12,2025-01-14,paid,167.56,1410.99,N,incremental autoloader credit card transaction file
564,66,265,15,2025-01-05,2025-03-07,601.96,INR, purchase ,Online,SUCCESS,,64,2025-01,2025-02-15,paid,167.68,1411.72,N,incremental autoloader credit card transaction file
565,67,266,16,2025-02-06,2025-01-08,602.85,INR,Purchase,Online,SUCCESS,,65,2025-02,2025/02/25,paid,167.8,1412.45,N,incremental autoloader credit card transaction file
566,68,267,17,2025-03-07,2025-02-09,603.74,INR,Purchase,Online,SUCCESS,,66,2025-03,2025-01-17,paid,167.92,1413.18,N,incremental autoloader credit card transaction file
567,69,268,18,2025-01-08,2025-03-10,604.63,INR,Purchase,Online,failed,yes,,2025-04,2025-02-18,paid,168.04,1413.91,N,incremental autoloader credit card transaction file
568,70,269,19,2025-02-09,25-02-2025,605.52,INR,Purchase,Online,SUCCESS,,68,2025-05,wrong_date,,168.16,1414.64,N,incremental autoloader credit card transaction file
569,71,270,20,2025-03-10,2025-02-12,606.41,INR,Purchase,Online,SUCCESS,,69,2025-06,2025-01-20,paid,168.28,1415.37,N,incremental autoloader credit card transaction file
570,72,271,21,25-02-2025,2025-03-13,, inr ,Purchase, mobile app ,SUCCESS,,70,Jan-2025,,paid,168.4,1416.1,N,incremental autoloader credit card transaction file
571,73,272,22,2025-02-12,2025-01-14,608.19,INR,Purchase,Online,SUCCESS,,71,2025-08,2025-03-22,paid,168.52,1416.83,N,incremental autoloader credit card transaction file
572,74,273,23,2025-03-13,2025-02-15,$700,INR,,Online,SUCCESS,Y,abc,2025-09,2025-01-23,paid,168.64,,N,incremental autoloader credit card transaction file
573,75,274,24,2025-01-14,2025/02/25,609.97,INR,Purchase,Online,SUCCESS,,73,2025-10,2025-02-24,paid,168.76,1418.29,N,incremental autoloader credit card transaction file
574,76,275,25,2025-02-15,2025-01-17,610.86,USD,Purchase,Online,SUCCESS,N,74,2025-11,2025-03-25,paid,168.88,1419.02,N,incremental autoloader credit card transaction file
575,77,276,26,2025/02/25,2025-02-18,611.75,INR,Purchase,Online,SUCCESS,,100 points,2025-12,2025-01-26,paid,169.0,wrong,N,incremental autoloader credit card transaction file
576,78,277,27,2025-01-17,wrong_date,612.64,, purchase ,,,,76,,2025-02-27,OVERDUE,,"₹5,000",N,incremental autoloader credit card transaction file
577,79,278,28,2025-02-18,2025-01-20,613.53,INR,Purchase,Online,SUCCESS,,77,2025-02,2025-03-28,paid,169.24,1421.21,N,incremental autoloader credit card transaction file
578,80,279,29,wrong_date,,abc,INR,Purchase,Online,SUCCESS,,78,2025-03,2025-01-01,paid,169.36,1421.94,N,incremental autoloader credit card transaction file
579,81,280,30,2025-01-20,2025-03-22,615.31,INR,Purchase,Online,SUCCESS,,79,2025-04,25-02-2025,paid,169.48,1422.67,N,incremental autoloader credit card transaction file
580,82,281,31,,2025-01-23,616.2, inr ,Purchase,POS,SUCCESS,,80,2025-05,2025-03-03,paid,169.6,1423.4,N,incremental autoloader credit card transaction file
581,83,282,32,2025-03-22,2025-02-24,617.09,INR,Purchase,Online,SUCCESS,,81,2025-06,2025-01-04,paid,169.72,1424.13,N,incremental autoloader credit card transaction file
582,84,283,33,2025-01-23,2025-03-25,617.98,INR,Purchase,Online,SUCCESS,,82,2025-07,2025-02-05,paid,169.84,1424.86,N,incremental autoloader credit card transaction file
583,85,284,34,2025-02-24,2025-01-26,$700,INR,Purchase,Online,SUCCESS,,83,2025-08,2025-03-06,paid,169.96,1425.59,N,incremental autoloader credit card transaction file
584,86,285,35,2025-03-25,2025-02-27,619.76,INR,Purchase,Online,SUCCESS,,84,2025-09,2025-01-07,,170.08,1426.32,N,incremental autoloader credit card transaction file
585,87,286,36,2025-01-26,2025-03-28,"2,500",INR,Purchase, mobile app ,,Y,85,2025-10,wrong_date,paid,170.2,1427.05,N,incremental autoloader credit card transaction file
586,88,287,37,2025-02-27,2025-01-01,621.54,INR,Purchase,Online,SUCCESS,,86,2025-11,2025-03-09,paid,170.32,1427.78,N,incremental autoloader credit card transaction file
587,89,288,38,2025-03-28,25-02-2025,622.43,INR,Purchase,Online,SUCCESS,,87,2025-12,2025-01-10,paid,170.44,1428.51,N,incremental autoloader credit card transaction file
588,90,289,39,2025-01-01,2025-03-03,623.32,USD, purchase ,Online,SUCCESS,N,88,2025-01,2025/02/25,paid,₹500,1429.24,N,incremental autoloader credit card transaction file
589,91,290,40,25-02-2025,2025-01-04,,INR,Purchase,Online,SUCCESS,,89,2025-02,2025-03-12,paid,170.68,1429.97,N,incremental autoloader credit card transaction file
590,92,291,41,2025-03-03,2025-02-05,625.1, inr ,Purchase,Online,SUCCESS,,90,2025-03,2025-01-13,paid,170.8,1430.7,N,incremental autoloader credit card transaction file
591,93,292,42,2025-01-04,2025-03-06,625.99,INR,Purchase,Online,SUCCESS,,91,2025-04,2025-02-14,paid,170.92,1431.43,N,incremental autoloader credit card transaction file
592,94,293,43,2025-02-05,2025-01-07,626.88,,Purchase,Online,SUCCESS,,92,2025-05,2025-03-15,OVERDUE,171.04,1432.16,N,incremental autoloader credit card transaction file
593,95,294,44,2025-03-06,wrong_date,627.77,INR,Purchase,Online,SUCCESS,,93,2025-06,2025-01-16,paid,171.16,1432.89,N,incremental autoloader credit card transaction file
594,96,295,45,2025-01-07,2025-03-09,$700,INR,REFUND,Online,failed,,,2025-07,2025-02-17,paid,171.28,1433.62,N,incremental autoloader credit card transaction file
595,97,296,46,wrong_date,2025-01-10,abc,INR,Purchase,Online,SUCCESS,,95,2025-08,2025-03-18,paid,invalid,1434.35,N,incremental autoloader credit card transaction file
596,98,297,47,2025-03-09,2025/02/25,630.44,INR,Purchase,Online,SUCCESS,,96,2025-09,2025-01-19,paid,171.52,1435.08,N,incremental autoloader credit card transaction file
597,99,298,48,2025-01-10,2025-03-12,631.33,INR,Purchase,Online,SUCCESS,,97,2025-10,2025-02-20,paid,171.64,1435.81,N,incremental autoloader credit card transaction file
598,100,299,49,2025/02/25,2025-01-13,"2,500",INR,Purchase,Online,SUCCESS,Y,abc,2025-11,25-02-2025,paid,171.76,,N,incremental autoloader credit card transaction file
599,101,300,50,2025-03-12,2025-02-14,633.11,INR,Purchase,Online,SUCCESS,,99,2025-12,,paid,171.88,1437.27,N,incremental autoloader credit card transaction file
599,2,1,1,2025-01-13,2025-03-15,634.0, inr , purchase , mobile app ,SUCCESS,,100 points,Jan-2025,2025-02-23,,172.0,"₹5,000",N,incremental autoloader credit card transaction file
