transaction_id,customer_id,card_id,merchant_id,transaction_date,posting_date,amount,currency,transaction_type,channel,status,emi_flag,reward_points,bill_cycle_month,payment_due_date,payment_status,min_due,total_due,fraud_flag,remarks
760,162,161,11,25-02-2025,2025-01-07,, inr ,Purchase,POS,SUCCESS,,260,2025-05,2025-03-15,,191.2,1554.8,N,incremental autoloader credit card transaction file
761,163,162,12,2025-03-06,2025-02-08,777.29,INR,Purchase,Online,SUCCESS,,261,2025-06,2025-01-16,paid,191.32,1555.53,N,incremental autoloader credit card transaction file
762,164,163,13,2025-01-07,2025-03-09,778.18,INR,Purchase,Online,SUCCESS,,262,2025-07,2025-02-17,paid,191.44,1556.26,N,incremental autoloader credit card transaction file
763,165,164,14,2025-02-08,wrong_date,779.07,INR,Purchase,Online,SUCCESS,,263,2025-08,2025-03-18,paid,191.56,1556.99,N,incremental autoloader credit card transaction file
764,166,165,15,2025-03-09,2025-02-11,779.96,INR,Purchase,Online,SUCCESS,,264,2025-09,2025-01-19,paid,191.68,1557.72,N,incremental autoloader credit card transaction file
765,167,166,16,wrong_date,2025-03-12,abc,INR,Purchase, mobile app ,,,265,2025-10,2025-02-20,paid,191.8,1558.45,N,incremental autoloader credit card transaction file
766,168,167,17,2025-02-11,2025-01-13,781.74,INR,Purchase,Online,SUCCESS,,266,2025-11,2025-03-21,paid,191.92,1559.18,N,incremental autoloader credit card transaction file
767,169,168,18,2025-03-12,2025-02-14,"2,500",INR,Purchase,Online,SUCCESS,Y,267,2025-12,2025-01-22,paid,192.04,1559.91,N,incremental autoloader credit card transaction file
768,170,169,19,2025-01-13,2025-03-15,783.52,, purchase ,,SUCCESS,,268,,2025-02-23,OVERDUE,192.16,"₹5,000",N,incremental autoloader credit card transaction file
769,171,170,20,2025-02-14,2025-01-16,784.41,INR,Purchase,Online,SUCCESS,,269,2025-02,25-02-2025,paid,192.28,1561.37,N,incremental autoloader credit card transaction file
770,172,171,21,2025-03-15,2025-02-17,$700, inr ,,Online,SUCCESS,N,270,2025-03,2025-01-25,paid,invalid,1562.1,N,incremental autoloader credit card transaction file
771,173,172,22,2025-01-16,2025-03-18,786.19,INR,Purchase,Online,SUCCESS,,271,2025-04,2025-02-26,paid,192.52,1562.83,N,incremental autoloader credit card transaction file
772,174,173,23,2025-02-17,2025-01-19,787.08,INR,Purchase,Online,SUCCESS,,272,2025-05,wrong_date,paid,192.64,1563.56,N,incremental autoloader credit card transaction file
773,175,174,24,2025-03-18,2025-02-20,787.97,INR,Purchase,Online,SUCCESS,,273,2025-06,,paid,192.76,1564.29,N,incremental autoloader credit card transaction file
774,176,175,25,2025-01-19,2025-03-21,788.86,INR,REFUND,Online,,,274,2025-07,2025-02-01,paid,192.88,1565.02,N,incremental autoloader credit card transaction file
775,177,176,26,2025-02-20,2025-01-22,789.75,INR,Purchase,Online,SUCCESS,,100 points,2025-02,2025-03-02,paid,193.0,wrong,N,incremental autoloader credit card transaction file
776,178,177,27,2025-03-21,2025-02-23,790.64,INR,Purchase,Online,SUCCESS,,276,2025-09,2025-01-03,,193.12,1566.48,N,incremental autoloader credit card transaction file
777,179,178,28,2025-01-22,25-02-2025,791.53,INR,Purchase,Online,SUCCESS,yes,277,2025-10,2025-02-04,paid,193.24,1567.21,N,incremental autoloader credit card transaction file
778,180,179,29,2025-02-23,2025-01-25,792.42,INR,Purchase,Online,SUCCESS,,278,2025-11,2025-03-05,paid,193.36,1567.94,N,incremental autoloader credit card transaction file
779,181,180,30,25-02-2025,2025-02-26,,INR,Purchase,Online,SUCCESS,,279,2025-12,2025-01-06,paid,193.48,1568.67,N,incremental autoloader credit card transaction file
780,182,181,31,2025-01-25,wrong_date,"2,500", inr , purchase , mobile app ,SUCCESS,Y,abc,Jan-2025,2025-02-07,paid,193.6,,N,incremental autoloader credit card transaction file
781,183,182,32,2025-02-26,,$700,INR,Purchase,Online,SUCCESS,,281,2025-02,2025-03-08,paid,193.72,1570.13,N,incremental autoloader credit card transaction file
782,184,183,33,wrong_date,2025-02-01,abc,INR,Purchase,Online,SUCCESS,,282,2025-03,2025-01-09,paid,193.84,1570.86,N,incremental autoloader credit card transaction file
783,185,184,34,,2025-03-02,796.87,INR,Purchase,Online,failed,,,2025-04,2025-02-10,paid,193.96,1571.59,N,incremental autoloader credit card transaction file
784,186,185,35,2025-02-01,2025-01-03,797.76,USD,Purchase,Online,SUCCESS,N,284,2025-05,2025-03-11,OVERDUE,₹500,1572.32,N,incremental autoloader credit card transaction file
785,187,186,36,2025-03-02,2025-02-04,798.65,INR,Purchase,Online,SUCCESS,,285,2025-06,2025-01-12,paid,194.2,1573.05,N,incremental autoloader credit card transaction file
786,188,187,37,2025-01-03,2025-03-05,799.54,INR,Purchase,Online,SUCCESS,,286,2025-07,2025-02-13,paid,194.32,1573.78,N,incremental autoloader credit card transaction file
787,189,188,38,2025-02-04,2025-01-06,800.43,INR,Purchase,Online,SUCCESS,,287,2025-08,2025-03-14,paid,194.44,1574.51,N,incremental autoloader credit card transaction file
788,190,189,39,2025-03-05,2025-02-07,801.32,INR,Purchase,Online,SUCCESS,,288,2025-09,25-02-2025,paid,194.56,1575.24,N,incremental autoloader credit card transaction file
789,191,190,40,2025-01-06,2025-03-08,802.21,INR,Purchase,Online,SUCCESS,,289,2025-10,wrong_date,paid,194.68,1575.97,N,incremental autoloader credit card transaction file
790,192,191,41,2025-02-07,2025-01-09,803.1, inr ,Purchase,Online,SUCCESS,,290,2025-11,2025-03-17,paid,194.8,1576.7,N,incremental autoloader credit card transaction file
791,193,192,42,2025-03-08,2025-02-10,803.99,INR,Purchase,Online,SUCCESS,,291,2025-12,2025-01-18,paid,194.92,1577.43,N,incremental autoloader credit card transaction file
792,194,193,43,2025-01-09,2025-03-11,$700,INR, purchase ,,,,292,2025-01,2025-02-19,,,"₹5,000",N,incremental autoloader credit card transaction file
793,195,194,44,2025-02-10,2025-01-12,"2,500",INR,Purchase,Online,SUCCESS,Y,293,2025-02,2025-03-20,paid,195.16,1578.89,N,incremental autoloader credit card transaction file
794,196,195,45,2025-03-11,2025-02-13,806.66,INR,Purchase,Online,SUCCESS,,294,2025-03,2025-01-21,paid,195.28,1579.62,N,incremental autoloader credit card transaction file
795,197,196,46,2025-01-12,2025-03-14,807.55,INR,Purchase, mobile app ,SUCCESS,,295,2025-04,2025/02/25,paid,195.4,1580.35,N,incremental autoloader credit card transaction file
796,198,197,47,2025-02-13,25-02-2025,808.44,INR,Purchase,Online,SUCCESS,,296,2025-05,2025-03-23,paid,195.52,1581.08,N,incremental autoloader credit card transaction file
797,199,198,48,2025-03-14,wrong_date,809.33,INR,Purchase,Online,SUCCESS,,297,2025-06,2025-01-24,paid,195.64,1581.81,N,incremental autoloader credit card transaction file
798,200,199,49,25-02-2025,2025-03-17,,USD,Purchase,Online,SUCCESS,N,298,2025-07,2025-02-25,paid,195.76,1582.54,N,incremental autoloader credit card transaction file
799,1,200,50,wrong_date,2025-01-18,abc,INR,Purchase,Online,SUCCESS,,299,2025-08,2025-03-26,paid,195.88,1583.27,N,incremental autoloader credit card transaction file
799,2,201,1,2025-03-17,2025-02-19,812.0, inr ,Purchase,POS,SUCCESS,,100 points,,2025-01-27,OVERDUE,196.0,wrong,N,incremental autoloader credit card transaction file
